customer_id,tenure_months,monthly_fee,total_usage_last_30d,support_tickets_last_90d,has_outstanding_invoice,discount_received_last_6m,num_competing_offers_in_region,is_premium_plan,engagement_score,region,segment,device_type,churn_next_30d
18700,9,18.42,60.4,0,0,0,5,0,57.0,South,Consumer,Mobile,0
10930,3,20.15,6.4,1,0,1,0,0,53.0,South,Consumer,SmartTV,1
16803,43,35.27,73.1,0,0,0,0,1,53.5,North,Consumer,Desktop,0
5096,4,22.51,10.1,2,0,1,2,0,45.0,East,SMB,SmartTV,0
649,31,29.19,1.3,3,0,0,1,1,9.4,East,Consumer,Desktop,0
18973,9,11.32,32.0,0,0,0,2,0,49.7,North,Consumer,Desktop,0
11055,16,13.83,35.0,0,0,0,0,0,88.3,South,Consumer,Desktop,0
4976,7,12.59,,1,1,0,2,0,59.3,South,Consumer,Tablet,0
728,30,17.0,38.5,0,0,0,0,0,66.4,North,Consumer,Mobile,0
18179,19,36.4,6.9,0,0,0,1,1,29.6,West,Consumer,SmartTV,0
13124,11,15.59,16.2,0,0,0,4,0,31.9,West,Enterprise,Mobile,0
8743,8,14.32,89.7,1,0,0,1,0,51.9,North,Enterprise,Mobile,0
8170,17,22.59,38.4,0,0,0,1,0,88.5,South,Consumer,Mobile,0
16671,33,39.88,51.5,2,0,0,1,1,60.6,West,Consumer,Desktop,1
6861,18,18.62,6.2,1,0,0,3,0,4.8,North,SMB,Tablet,1
332,11,59.57,54.0,2,0,0,2,1,62.3,North,Enterprise,Mobile,0
7028,22,19.22,26.3,1,0,0,3,0,41.9,North,Enterprise,Mobile,1
13083,21,17.62,24.5,1,0,0,3,0,61.4,South,Consumer,SmartTV,0
8700,15,25.8,41.8,1,0,0,4,0,34.0,North,Consumer,Mobile,0
212,23,9.77,61.3,0,0,0,5,0,94.0,East,Consumer,Desktop,0
19155,16,19.0,37.4,0,0,0,3,0,79.7,West,SMB,Mobile,0
17527,8,17.88,74.3,0,0,0,2,0,88.2,West,Consumer,Desktop,0
6344,5,46.75,10.4,1,0,0,0,1,19.7,South,Consumer,Desktop,0
1782,4,15.7,34.1,0,0,0,5,0,46.6,West,Consumer,Desktop,1
14806,15,10.38,19.4,4,0,0,3,0,14.4,East,Consumer,Tablet,0
3544,7,18.68,221.5,1,0,0,2,0,83.8,North,Consumer,SmartTV,0
1439,10,46.51,34.2,1,0,0,4,1,53.8,West,Consumer,Mobile,0
10708,26,30.65,42.6,0,0,0,1,0,68.9,East,Consumer,SmartTV,0
2869,15,22.83,15.5,0,0,0,2,0,40.1,West,Consumer,Desktop,1
2435,2,7.9,20.1,1,0,0,1,0,57.4,East,SMB,Desktop,0
6831,9,44.75,25.1,1,0,0,1,1,52.2,South,Consumer,Desktop,0
4793,11,33.3,32.7,0,0,0,1,1,39.7,North,Consumer,Tablet,1
9421,56,45.4,27.4,2,0,0,1,1,44.9,North,SMB,Mobile,0
16252,17,17.62,73.0,1,0,1,0,0,72.5,East,Consumer,Mobile,0
19392,33,24.3,92.0,0,0,1,2,0,86.3,North,Consumer,Mobile,0
6476,15,16.57,33.9,1,0,0,1,0,50.0,North,Enterprise,Desktop,1
9507,32,15.1,55.8,0,0,0,1,0,57.7,East,SMB,Mobile,0
19357,11,52.93,15.0,1,0,1,1,1,65.4,North,Consumer,Mobile,0
17608,18,14.12,58.7,1,0,0,1,0,62.5,North,Consumer,Desktop,0
14589,18,24.87,10.3,0,0,1,3,0,47.4,East,SMB,Mobile,0
13303,3,13.83,15.7,0,0,0,2,0,91.0,West,Consumer,SmartTV,0
13,10,12.56,43.0,3,0,1,4,0,52.8,East,Consumer,Mobile,0
11987,9,13.08,44.7,1,0,0,0,0,67.8,North,Consumer,Mobile,0
819,17,11.23,28.1,0,0,0,0,0,76.5,East,Consumer,Desktop,0
10977,30,42.44,18.0,2,1,0,0,1,34.8,South,Consumer,Mobile,0
19707,8,18.36,77.5,0,0,0,4,0,59.3,East,Consumer,Mobile,0
8185,23,26.94,5.2,1,0,0,3,0,10.6,South,Consumer,Mobile,1
9897,19,18.87,17.4,1,0,0,4,0,26.9,East,SMB,Desktop,0
454,10,28.52,27.9,0,0,0,1,0,43.5,North,Consumer,Mobile,0
16422,5,22.88,41.6,4,0,0,1,0,28.7,East,SMB,Tablet,1
19712,12,8.72,21.5,1,0,1,1,0,49.0,North,SMB,Desktop,0
9849,18,27.08,7.7,3,0,1,4,0,4.1,South,Consumer,Mobile,0
3458,15,47.92,14.8,0,0,0,1,1,66.5,West,Enterprise,SmartTV,0
17600,42,43.88,4.8,0,0,1,2,1,18.4,South,Consumer,Mobile,0
18339,19,12.71,39.0,1,1,0,1,0,59.6,West,Consumer,SmartTV,0
660,11,6.15,25.6,4,0,0,1,0,19.5,South,SMB,Desktop,1
18697,35,5.0,4.3,2,1,0,1,0,27.3,North,Consumer,Mobile,0
12957,10,13.59,39.9,1,0,0,2,0,24.7,North,Consumer,Desktop,1
11101,11,23.88,9.1,0,0,0,3,0,32.4,West,SMB,Tablet,0
17250,15,63.81,10.5,0,0,0,2,1,50.8,West,SMB,Mobile,0
941,19,71.51,44.5,1,0,0,2,1,84.3,North,Consumer,SmartTV,0
2740,2,15.46,21.4,4,0,0,2,0,60.1,East,Consumer,Mobile,1
9605,20,56.44,37.8,0,0,1,0,1,51.2,North,Consumer,Mobile,0
12971,13,12.36,9.3,3,0,0,4,0,40.6,North,SMB,SmartTV,0
18466,2,42.86,28.6,3,0,1,3,1,67.1,South,Consumer,Mobile,0
19962,12,18.69,0.0,0,0,0,1,0,8.4,North,Consumer,Desktop,0
15674,16,29.61,56.2,0,0,0,3,0,78.2,East,SMB,Mobile,0
19564,9,15.14,9.6,1,0,1,1,0,32.7,South,Consumer,Desktop,0
4072,18,14.57,6.2,0,0,0,4,0,5.2,East,Consumer,Desktop,0
1401,11,48.92,21.2,0,0,1,1,1,26.3,South,Consumer,Desktop,0
7691,13,33.19,44.4,0,0,1,0,0,75.5,North,Consumer,Mobile,0
8223,17,15.0,12.1,1,0,1,2,0,58.2,South,Consumer,Desktop,0
8124,7,55.01,15.7,0,0,0,1,1,8.5,North,Consumer,Desktop,0
6364,16,21.29,10.1,1,0,0,2,0,39.3,North,Consumer,Desktop,0
5797,12,20.63,25.3,1,0,0,2,0,62.8,South,SMB,Mobile,0
3678,2,16.27,21.6,1,0,1,0,0,31.3,East,SMB,Mobile,0
6567,56,43.59,30.0,2,0,0,3,1,30.6,East,SMB,Mobile,0
14545,16,22.88,5.4,1,0,1,0,0,8.3,North,Consumer,Mobile,0
13816,7,53.08,47.5,1,0,0,2,1,59.1,West,Consumer,Desktop,0
10968,40,65.55,36.0,1,0,1,2,1,83.6,West,Consumer,Mobile,0
11818,12,9.55,5.3,1,0,0,1,0,6.0,North,Enterprise,Mobile,0
18520,25,47.2,24.7,4,1,0,0,1,37.5,South,Consumer,Desktop,1
5189,33,10.92,81.2,0,0,0,1,0,55.4,West,SMB,Tablet,0
14631,21,20.58,16.8,2,0,0,3,0,27.1,North,Consumer,SmartTV,1
1109,15,13.69,15.4,0,0,1,1,0,44.4,West,Consumer,Desktop,0
17540,9,16.46,3.2,1,0,0,0,0,30.8,East,Consumer,Mobile,0
10309,17,15.92,27.5,0,0,0,2,0,31.9,East,SMB,Mobile,1
3230,3,14.12,117.9,0,0,0,0,0,85.6,South,SMB,Mobile,0
12926,4,40.95,31.4,0,0,1,2,1,91.4,North,SMB,Desktop,0
15468,23,9.55,16.7,2,0,0,1,0,22.6,North,Enterprise,Mobile,0
17499,10,13.67,26.3,1,0,0,1,0,57.2,North,SMB,Mobile,0
11512,16,18.56,6.7,2,0,0,3,0,16.7,West,Consumer,Mobile,0
16414,7,16.87,161.7,0,0,0,1,0,76.7,West,Consumer,Mobile,0
5836,24,55.57,,0,0,0,0,1,71.0,North,SMB,Desktop,1
4327,9,14.33,43.6,2,0,0,3,0,58.4,North,Consumer,Mobile,0
15100,20,18.85,46.8,0,0,0,2,0,53.5,North,Consumer,Desktop,0
1780,10,6.42,47.3,2,0,0,1,0,77.0,South,Consumer,Desktop,0
2554,26,14.7,15.5,1,0,1,0,0,57.2,West,Consumer,SmartTV,0
2687,22,14.29,24.7,2,0,0,3,0,80.1,North,SMB,Desktop,0
1041,6,26.82,70.7,1,0,0,2,0,60.6,North,Consumer,Desktop,0
18764,26,24.07,136.0,0,0,0,2,0,62.5,South,SMB,Mobile,0
1564,12,22.3,8.7,1,0,0,3,0,40.8,West,Consumer,Mobile,0
17018,26,7.35,1.0,1,0,0,1,0,32.6,South,Consumer,Tablet,0
556,19,12.94,35.5,1,0,0,0,0,41.1,North,SMB,Desktop,0
3072,22,13.16,10.0,2,0,0,3,0,26.7,West,Consumer,Tablet,0
16692,45,18.21,63.7,2,1,0,1,0,76.2,West,Consumer,Tablet,0
4475,37,7.92,7.7,0,0,0,4,0,22.1,South,Consumer,Desktop,0
7530,7,21.12,27.5,0,0,0,3,0,91.4,North,Consumer,Tablet,0
14299,8,19.09,42.3,0,0,0,1,0,93.7,North,Consumer,Mobile,0
17866,14,24.94,4.5,2,0,1,1,0,20.0,East,Consumer,Desktop,0
16931,54,10.89,25.3,1,0,0,3,0,71.7,West,Consumer,SmartTV,0
14652,46,22.67,18.3,2,0,0,4,0,43.0,North,Consumer,Mobile,0
1417,5,11.26,24.3,1,1,0,2,0,47.3,East,SMB,Desktop,0
19819,19,18.27,6.5,1,0,0,2,0,10.5,East,Enterprise,SmartTV,0
17502,8,25.13,46.4,0,0,0,1,0,78.4,West,Consumer,Desktop,0
13372,8,12.38,13.4,1,0,0,0,0,18.8,South,Consumer,Mobile,0
4602,13,12.33,22.6,1,0,0,0,0,25.9,West,SMB,Mobile,0
9411,30,17.39,59.2,0,0,0,0,0,82.1,South,Consumer,Mobile,0
18519,18,21.74,33.1,0,0,0,1,0,54.5,East,Consumer,Tablet,0
7962,38,17.52,33.7,0,0,0,3,0,93.4,North,Consumer,Tablet,0
7400,54,25.35,14.3,5,0,1,2,0,20.1,East,SMB,Tablet,1
19260,5,11.82,58.6,0,0,0,0,0,57.2,North,SMB,Tablet,0
10406,22,15.4,147.8,0,0,1,2,0,84.3,North,SMB,Mobile,0
1239,14,39.8,20.3,3,1,0,1,1,28.6,North,Consumer,Mobile,1
3736,11,50.36,99.7,0,0,1,1,1,67.7,West,Consumer,Desktop,0
8962,21,14.13,37.9,3,0,0,2,0,61.8,South,Consumer,Desktop,0
12137,5,13.02,10.6,0,0,0,2,0,40.3,South,Consumer,Desktop,0
10304,20,18.1,37.2,0,0,1,1,0,53.3,East,Consumer,Desktop,0
18532,20,8.28,9.8,2,1,1,2,0,22.0,West,Consumer,Mobile,0
10058,33,37.64,23.2,0,0,1,0,1,38.6,South,Consumer,Desktop,0
13115,38,17.79,26.3,2,0,0,3,0,41.4,North,Consumer,Mobile,0
16192,18,15.24,39.7,3,0,0,2,0,49.1,North,Consumer,Desktop,0
12560,5,22.77,36.4,1,0,0,3,0,44.0,North,Consumer,Desktop,0
9020,2,17.75,56.3,1,1,0,1,0,65.7,West,Consumer,Mobile,0
10895,27,21.95,43.1,3,0,0,0,0,28.6,East,Consumer,SmartTV,0
17839,12,35.68,7.8,1,1,0,1,1,11.9,South,Consumer,SmartTV,0
29,35,19.66,19.5,0,0,1,4,0,58.8,North,SMB,Desktop,0
15863,1,44.45,110.3,1,0,0,0,1,30.7,South,Consumer,Desktop,1
356,9,44.5,23.7,0,0,0,1,1,81.8,East,Consumer,Mobile,0
9622,29,22.53,100.2,0,0,0,3,0,,East,Consumer,Mobile,0
3171,14,19.58,43.7,1,0,1,3,0,54.6,West,Consumer,Mobile,0
16865,35,46.34,11.6,0,0,0,2,1,51.2,West,Consumer,Tablet,0
17041,15,17.56,22.9,2,0,0,2,0,69.1,South,Consumer,Mobile,0
18136,35,21.98,29.5,2,0,0,0,0,74.3,North,SMB,Mobile,0
12136,48,19.84,20.8,0,0,0,1,0,58.1,South,Consumer,Desktop,0
8525,20,18.65,26.9,0,0,0,5,0,60.6,North,Consumer,Mobile,0
5644,16,10.77,1.8,4,1,0,1,0,23.0,South,Consumer,Desktop,1
6866,10,18.55,6.3,2,0,0,3,0,37.4,South,SMB,Desktop,0
14715,34,8.64,43.1,2,0,0,2,0,82.2,East,SMB,Mobile,0
17113,13,15.93,54.6,0,0,0,1,0,67.6,North,Consumer,Mobile,0
3676,26,13.84,20.1,0,0,0,2,0,73.7,West,Consumer,Desktop,0
4225,6,10.51,,1,0,0,0,0,29.3,North,Consumer,Desktop,0
965,8,21.17,46.8,0,0,0,0,0,85.1,West,Consumer,SmartTV,0
6750,14,11.95,38.9,1,0,0,3,0,73.0,East,SMB,Mobile,0
121,50,15.01,30.5,0,0,1,1,0,29.0,East,Consumer,SmartTV,0
6795,5,18.63,36.9,1,0,1,1,0,57.9,East,Consumer,Mobile,0
4229,5,24.85,36.7,2,0,0,1,0,56.7,East,SMB,Mobile,0
5580,35,10.16,17.8,4,1,0,0,0,22.5,East,Consumer,SmartTV,1
329,38,21.0,27.9,0,0,0,2,0,72.1,East,Consumer,SmartTV,0
4711,17,16.58,26.3,1,0,0,0,0,62.0,West,Consumer,SmartTV,0
3282,21,15.78,42.1,1,0,1,3,0,77.3,North,Consumer,Mobile,0
2371,17,38.24,17.6,1,0,0,1,1,46.7,South,Consumer,Mobile,0
5523,19,46.37,9.7,0,0,0,1,1,83.9,South,Consumer,Desktop,0
2545,11,19.23,41.5,2,0,0,1,0,68.1,East,SMB,Mobile,0
18035,3,20.67,12.2,0,0,0,1,0,41.4,South,Consumer,SmartTV,0
18966,52,40.13,53.3,1,0,1,0,1,44.1,West,Consumer,Desktop,0
11078,7,22.98,50.4,0,0,0,2,0,56.0,East,Consumer,SmartTV,0
16575,31,18.29,34.9,1,0,0,1,0,92.8,West,Consumer,Desktop,0
10872,3,15.21,29.1,1,0,0,3,0,61.4,North,Consumer,Desktop,0
2179,6,19.44,14.8,1,0,0,2,0,38.1,North,Consumer,Mobile,0
4899,17,29.03,35.1,2,0,1,1,0,34.6,West,Consumer,Desktop,0
5154,6,48.03,56.7,3,0,0,0,1,45.0,North,Consumer,Mobile,0
1210,8,30.23,12.3,0,0,0,3,0,32.7,South,Consumer,Mobile,1
12961,15,20.87,33.2,0,0,0,2,0,45.6,North,Consumer,Mobile,0
18701,14,16.84,14.9,2,0,0,2,0,20.4,East,Consumer,Desktop,0
17677,4,16.14,5.6,0,0,0,2,0,45.9,West,Consumer,Desktop,0
3124,28,17.32,51.4,1,0,0,1,0,68.6,South,Consumer,SmartTV,0
79,9,58.54,12.3,5,1,1,1,1,33.4,East,Consumer,Mobile,1
9737,11,16.3,49.4,0,0,0,2,0,73.8,North,SMB,Tablet,0
19183,7,12.92,47.7,0,0,0,2,0,54.2,North,SMB,SmartTV,0
3767,22,17.94,1.7,0,0,0,0,0,63.0,South,Consumer,Mobile,0
18861,19,37.26,37.4,0,1,0,1,1,66.7,East,Consumer,SmartTV,0
15910,18,54.96,64.1,0,0,1,0,1,77.0,South,SMB,SmartTV,0
19301,12,21.58,8.6,0,0,0,1,0,22.6,East,Consumer,Tablet,0
10893,14,29.03,15.5,3,0,1,3,0,25.7,West,Consumer,Mobile,0
601,9,13.81,67.3,0,0,0,0,0,65.6,South,Consumer,Desktop,0
9138,10,45.9,46.1,2,0,0,2,1,53.9,East,Enterprise,SmartTV,0
4551,4,53.0,24.9,1,0,0,1,1,34.7,North,Enterprise,Mobile,0
944,26,23.82,22.7,1,0,1,1,0,32.9,South,Consumer,SmartTV,0
18102,4,19.59,7.8,1,0,0,2,0,21.7,East,Consumer,Mobile,1
13188,27,16.99,9.5,3,0,0,1,0,14.2,North,Consumer,Tablet,0
19939,23,48.21,11.8,1,0,0,2,1,41.6,South,Consumer,Mobile,0
19424,7,14.94,29.4,1,0,0,1,0,64.8,West,Consumer,SmartTV,0
9315,30,22.55,44.7,0,0,0,2,0,51.2,North,Consumer,Tablet,0
16193,14,7.27,2.9,0,1,0,3,0,40.3,West,Consumer,Mobile,0
15427,17,21.35,48.9,1,0,0,0,0,53.3,West,SMB,Desktop,0
1562,19,19.58,30.5,0,0,1,2,0,74.7,East,Consumer,SmartTV,0
4870,16,19.98,22.7,3,1,0,2,0,24.5,East,Consumer,Mobile,0
10190,22,22.42,48.0,1,0,0,1,0,40.8,North,Consumer,Tablet,0
6214,14,13.98,30.6,0,0,0,1,0,45.5,East,SMB,Desktop,0
15010,37,14.23,54.4,0,0,0,1,0,82.4,South,SMB,Mobile,0
4542,20,14.13,20.6,1,0,0,3,0,26.8,North,Consumer,Desktop,0
1783,2,17.5,0.0,2,0,0,2,0,,North,Consumer,Desktop,1
17916,21,22.99,69.0,0,0,0,1,0,89.4,South,SMB,SmartTV,0
1096,20,17.1,0.8,1,0,0,0,0,38.1,South,Consumer,Mobile,0
5545,18,17.22,44.5,0,0,0,4,0,76.8,East,Consumer,Mobile,0
1947,2,12.14,9.9,1,0,0,1,0,31.5,North,SMB,Tablet,0
17314,2,9.18,72.5,1,1,0,1,0,44.2,West,Consumer,SmartTV,1
19277,24,55.79,6.2,0,0,0,5,1,10.7,North,Consumer,Desktop,0
18510,22,53.45,11.2,0,0,0,5,1,53.9,West,Consumer,Tablet,0
678,23,15.46,32.0,1,0,0,3,0,88.5,South,Consumer,Desktop,0
10798,25,18.92,38.1,0,0,0,0,0,53.2,South,SMB,Tablet,0
6790,11,16.98,23.6,2,1,0,2,0,36.4,West,Consumer,Desktop,0
1393,9,12.13,36.7,1,0,1,1,0,62.2,North,Consumer,Mobile,0
10662,8,52.02,28.8,0,0,0,1,1,77.3,East,Enterprise,Mobile,0
753,12,46.92,19.3,0,0,1,0,1,60.9,North,SMB,Mobile,0
16876,62,40.65,86.7,1,0,0,1,1,47.6,North,Consumer,Desktop,0
3738,23,51.81,54.6,1,0,0,1,1,59.4,East,Consumer,Mobile,0
2977,13,23.02,14.8,2,0,0,4,0,26.8,East,Consumer,Mobile,0
6695,47,25.6,12.1,0,0,0,1,0,39.2,South,Consumer,SmartTV,0
3216,26,57.09,34.3,1,0,0,2,1,41.5,East,Consumer,SmartTV,0
14582,13,24.73,32.9,1,0,1,2,0,50.5,South,Consumer,Tablet,1
9970,19,39.24,26.5,0,0,0,0,1,38.1,East,Consumer,Mobile,0
1771,11,17.71,47.4,0,0,0,4,0,45.0,East,Consumer,Tablet,0
19128,9,9.28,10.3,4,0,0,2,0,23.7,South,Consumer,Mobile,1
16553,18,14.57,41.7,2,0,0,3,0,66.6,East,Consumer,Mobile,0
10913,39,50.84,148.3,1,0,0,0,1,90.8,East,SMB,SmartTV,0
11676,13,30.9,23.9,2,1,1,1,1,33.9,North,SMB,Desktop,0
3023,19,28.67,11.7,1,0,1,3,0,24.4,South,Enterprise,SmartTV,0
5402,13,7.56,47.2,1,0,0,0,0,66.3,North,Consumer,Tablet,0
7857,16,20.45,1.4,0,0,1,3,0,7.2,North,Consumer,Desktop,0
11205,75,20.41,16.4,2,0,0,3,0,16.4,North,Consumer,Mobile,0
10101,9,15.83,15.4,3,0,0,3,0,32.4,West,SMB,Desktop,0
6876,13,11.68,23.0,1,0,0,1,0,22.4,South,Consumer,SmartTV,0
13745,15,19.75,63.0,0,0,0,0,0,82.9,East,SMB,Mobile,0
5192,16,13.11,59.1,1,0,0,3,0,44.1,East,SMB,Mobile,0
4620,30,12.23,41.6,3,0,1,1,0,31.8,South,Consumer,Mobile,0
17184,33,53.33,32.8,0,0,0,2,1,52.4,North,Consumer,Mobile,0
12295,27,14.68,43.8,1,0,0,2,0,63.5,East,Enterprise,Mobile,0
12285,31,19.91,79.0,1,0,1,2,0,78.4,East,Consumer,Mobile,0
16279,10,20.31,42.7,1,0,0,2,0,58.0,East,Consumer,SmartTV,0
8720,35,18.57,57.9,1,0,0,1,0,66.1,North,Consumer,Mobile,0
19637,24,18.13,57.9,0,0,0,3,0,73.0,East,Consumer,Mobile,0
15407,16,25.86,31.6,2,0,0,1,0,35.2,North,SMB,SmartTV,0
8147,33,21.7,41.3,0,0,0,0,0,47.3,North,Consumer,Desktop,0
7969,28,17.95,32.9,1,0,1,3,0,34.6,North,SMB,Mobile,0
4265,16,19.32,10.8,3,0,0,3,0,50.4,East,Consumer,Tablet,0
13741,11,15.59,18.4,0,0,1,0,0,48.1,East,Consumer,Mobile,0
10653,36,39.77,,1,0,0,3,1,43.5,West,SMB,Desktop,0
6826,14,23.53,28.5,0,0,0,6,0,41.8,East,Consumer,Mobile,1
8114,30,49.5,40.7,0,0,0,1,1,70.5,East,Consumer,Desktop,0
10112,8,25.52,11.5,0,0,0,0,0,59.3,South,Consumer,Tablet,0
702,15,12.78,27.8,3,0,0,2,0,29.4,South,Consumer,Tablet,0
6171,18,23.32,45.2,1,1,0,1,0,73.2,West,Consumer,Mobile,0
12861,37,16.78,25.6,0,0,0,2,0,66.6,East,Consumer,SmartTV,0
8160,31,19.29,43.2,1,1,1,1,0,79.3,South,Enterprise,Mobile,0
6871,33,17.97,18.5,1,0,0,1,0,25.7,East,SMB,Mobile,0
12135,7,19.01,20.0,0,0,0,1,0,70.1,West,Enterprise,Mobile,0
4424,10,49.8,45.4,1,0,0,0,1,76.3,North,Consumer,Desktop,0
6863,15,42.7,16.4,0,0,0,1,1,48.6,North,Consumer,Desktop,0
6987,5,19.01,51.2,0,0,0,2,0,37.2,East,Consumer,Mobile,0
4869,33,51.37,18.6,0,0,0,1,1,40.8,South,Consumer,Mobile,0
9491,36,32.27,38.5,1,0,1,2,1,39.6,South,Consumer,Desktop,0
4377,16,9.04,34.9,0,0,0,4,0,85.3,East,Enterprise,Mobile,0
15619,21,47.83,4.2,0,0,0,3,1,75.7,North,Enterprise,Mobile,0
9545,37,10.51,83.6,0,0,0,1,0,90.4,East,Consumer,Tablet,0
2927,16,24.72,3.4,1,0,1,0,0,59.2,East,Consumer,Mobile,1
13177,26,34.36,32.2,2,0,0,2,1,37.6,South,Consumer,Desktop,0
9826,11,18.01,30.0,0,0,1,0,0,38.1,North,Consumer,Mobile,0
9480,25,46.12,170.9,0,0,0,1,1,69.0,East,Consumer,SmartTV,0
8734,13,14.96,57.6,0,0,1,2,0,75.6,South,Consumer,Mobile,0
17424,27,33.98,44.8,0,1,0,0,1,86.7,North,Consumer,Tablet,0
18140,10,16.12,37.0,0,0,0,1,0,61.2,South,Enterprise,Mobile,0
4351,57,24.7,11.6,0,0,0,1,0,47.0,North,Consumer,SmartTV,0
14188,18,24.36,21.8,0,0,0,3,0,69.3,South,SMB,Mobile,0
3698,9,12.67,39.6,0,0,0,0,0,41.1,North,Consumer,SmartTV,0
2014,26,12.49,11.2,0,0,1,1,0,20.6,South,Consumer,Mobile,0
16902,9,15.09,81.7,1,0,0,1,0,56.4,North,Consumer,Mobile,0
18516,22,26.82,36.0,1,0,0,1,0,49.6,East,Consumer,SmartTV,0
14784,22,23.49,51.8,0,0,0,1,0,81.7,West,Consumer,SmartTV,0
5678,21,21.2,9.9,2,1,0,1,0,47.5,East,Consumer,Desktop,1
12274,51,52.89,4.6,0,0,0,3,1,43.3,North,Consumer,Tablet,1
13895,10,50.32,0.0,0,0,0,1,1,6.9,North,Consumer,Desktop,0
2148,9,16.85,10.0,1,0,0,0,0,27.3,West,Consumer,Mobile,0
8789,39,20.56,0.0,1,0,1,0,0,8.2,South,Consumer,Mobile,1
2706,13,13.12,61.4,0,0,1,0,0,87.0,South,Enterprise,Tablet,0
19710,4,37.91,89.0,1,0,1,2,1,74.1,West,SMB,Tablet,0
10087,38,17.66,8.4,0,0,0,2,0,32.5,East,Consumer,Mobile,0
14601,12,14.92,20.2,0,0,0,0,0,54.0,East,Consumer,Mobile,0
9700,16,19.09,124.0,1,0,0,0,0,87.5,North,Enterprise,Mobile,0
15825,5,50.28,35.0,2,0,0,1,1,60.5,South,Consumer,Mobile,0
10956,15,42.28,9.8,0,0,0,0,1,,West,Consumer,Mobile,0
18159,34,25.67,46.3,0,0,0,0,0,80.4,West,Consumer,Desktop,0
6842,14,23.6,4.1,1,0,0,1,0,38.9,West,Consumer,Desktop,0
10428,41,22.02,40.4,4,0,0,4,0,62.3,West,SMB,Desktop,0
811,11,28.29,25.0,0,0,0,1,0,48.1,North,SMB,Desktop,0
5318,17,21.67,7.5,0,0,0,3,0,10.0,West,Consumer,Mobile,0
13523,12,18.85,43.8,1,0,0,2,0,70.0,East,Consumer,Mobile,0
313,15,11.59,29.7,0,1,0,2,0,79.9,North,Enterprise,Desktop,0
2074,12,18.09,21.9,0,0,0,1,0,69.3,West,Consumer,SmartTV,0
9731,38,20.42,19.5,0,0,0,3,0,21.9,South,SMB,Desktop,0
17406,32,21.55,39.9,0,0,1,4,0,37.3,East,Consumer,Desktop,0
17174,9,18.58,17.7,3,0,1,1,0,45.8,North,Consumer,SmartTV,1
7735,4,16.59,9.1,1,0,1,0,0,48.1,West,Consumer,Tablet,0
886,12,14.2,25.3,1,0,0,1,0,23.6,South,Consumer,Mobile,1
9670,14,12.53,58.2,0,0,1,0,0,60.9,West,Consumer,Tablet,0
1791,12,15.89,8.4,4,0,1,4,0,15.7,East,Consumer,Desktop,0
13377,24,48.39,18.3,1,0,0,2,1,52.7,North,Enterprise,Desktop,0
13607,23,22.35,10.4,0,0,0,0,0,24.3,North,Consumer,SmartTV,0
10201,36,19.47,31.5,1,0,0,1,0,89.7,East,Consumer,SmartTV,0
3455,11,26.59,29.0,1,1,0,3,0,38.4,West,Consumer,Mobile,1
8875,26,21.37,32.6,0,0,0,1,0,62.4,North,Consumer,Mobile,0
3896,6,17.24,37.6,0,0,0,3,0,40.4,East,SMB,Desktop,0
18013,6,18.8,12.1,1,0,0,4,0,71.8,South,Consumer,Desktop,0
15446,19,13.63,10.6,1,0,0,2,0,29.5,South,Consumer,Mobile,0
12121,20,18.26,24.2,2,0,0,1,0,34.1,South,Consumer,Mobile,0
8250,27,25.33,62.8,1,0,0,2,0,63.7,North,Consumer,Mobile,0
19041,7,49.72,12.6,1,0,0,3,1,51.2,East,Consumer,Desktop,0
8013,25,14.47,21.9,0,0,0,0,0,24.7,East,Consumer,Desktop,0
12219,38,22.78,15.0,2,0,0,3,0,65.8,West,SMB,Desktop,0
10592,13,55.91,11.0,1,0,0,2,1,46.2,West,Consumer,Mobile,0
19747,20,35.01,0.4,1,0,0,0,1,10.9,East,Consumer,SmartTV,0
18848,11,22.54,15.3,1,0,0,1,0,78.4,West,Enterprise,Mobile,0
15197,23,18.13,42.7,0,0,1,2,0,95.5,West,Consumer,Mobile,0
7926,30,15.28,40.5,0,0,0,3,0,79.1,North,Consumer,Mobile,0
1469,11,35.0,32.4,0,0,0,1,1,89.7,East,Consumer,SmartTV,0
9609,16,24.57,18.0,1,0,0,0,0,9.7,West,SMB,SmartTV,0
471,7,46.01,47.7,2,1,1,1,1,62.9,South,SMB,SmartTV,1
10551,27,19.87,83.8,1,0,0,3,0,88.8,West,SMB,Mobile,0
2723,12,11.47,71.7,1,0,0,0,0,81.2,South,Consumer,Mobile,0
5420,7,16.51,2.4,0,0,0,0,0,15.9,South,SMB,Desktop,1
12566,19,60.23,45.0,2,0,0,0,1,52.1,North,SMB,Mobile,0
19131,37,15.85,,2,0,0,1,0,74.1,South,Consumer,Tablet,0
18480,20,22.97,14.1,2,0,0,1,0,18.1,North,Consumer,Tablet,1
14433,16,25.81,16.6,0,0,0,1,0,13.6,West,Consumer,Mobile,0
6042,22,15.78,73.8,0,0,0,0,0,73.3,North,Consumer,Mobile,0
2745,0,48.07,37.3,1,0,0,5,1,48.1,South,Consumer,Tablet,0
4570,8,17.28,13.5,0,0,0,1,0,30.2,East,Enterprise,SmartTV,0
12111,25,41.59,23.7,1,0,0,2,1,70.9,South,SMB,Mobile,0
